vendor_url,day_type,start_time,end_time,day_number
bakkerij-straathof,monday,07:00:00,17:00:00,1
bakkerij-straathof,tuesday,07:00:00,17:00:00,2
bakkerij-straathof,wednesday,07:00:00,17:00:00,3
bakkerij-straathof,thursday,07:00:00,17:00:00,4
bakkerij-straathof,friday,07:00:00,17:00:00,5
bakkerij-straathof,saturday,07:00:00,17:00:00,6
